,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_DISCIPLINE,COACH_NAME,COACH_COUNTRY,COACH_DISCIPLINE,COACH_EVENT,FEMALE_ENTRIES,MALE_ENTRIES,TOTAL_ENTRIES,TEAM_COUNTRY,GOLD_MEDALS,SILVER_MEDALS,BRONZE_MEDALS,TOTAL_MEDALS,RANK_BY_TOTAL
3713,EMEGANO Obi,Nigeria,Basketball,HAM Darvin de,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
3714,EMEGANO Obi,Nigeria,Basketball,HUGHLEY JR Otis,Nigeria,Basketball,Women,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
3715,EMEGANO Obi,Nigeria,Basketball,LOUCKS Luke,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
3716,EMEGANO Obi,Nigeria,Basketball,MEDINA Bobby,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
3717,EMEGANO Obi,Nigeria,Basketball,MOHAMMED Silifat,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
3718,EMEGANO Obi,Nigeria,Basketball,ODAUDU Ogoh,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
3719,EMEGANO Obi,Nigeria,Basketball,SCHILLING April,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
3720,EMELIN Sergey,ROC,Wrestling,,,,,96,193,289,ROC,20.0,28.0,23.0,71.0,3.0
3721,EMILIANOV Alexandra,Republic of Moldova,Athletics,,,,,969,1072,2041,Republic of Moldova,0.0,0.0,1.0,1.0,77.0
3722,EMMANUEL Crystal,Canada,Athletics,,,,,969,1072,2041,Canada,7.0,6.0,11.0,24.0,11.0
3723,EMURA Misaki,Japan,Fencing,,,,,107,108,215,Japan,27.0,14.0,17.0,58.0,5.0
3724,ENACHE Marian,Romania,Rowing,,,,,257,265,522,Romania,1.0,3.0,0.0,4.0,47.0
3725,ENDLER Christiane,Chile,Football,CASTRO Alex,Chile,Football,,264,344,608,,,,,,
3726,ENDLER Christiane,Chile,Football,DAZA Fabian,Chile,Football,,264,344,608,,,,,,
3727,ENDLER Christiane,Chile,Football,LETELIER Jose,Chile,Football,Women,264,344,608,,,,,,
3728,ENDLER Christiane,Chile,Football,MARINELLI Fernando,Chile,Football,,264,344,608,,,,,,
3729,ENDLER Christiane,Chile,Football,TAGLE German,Chile,Football,,264,344,608,,,,,,
3730,ENDLER Christiane,Chile,Football,WIRTH Oscar,Chile,Football,,264,344,608,,,,,,
3731,ENDO Jun,Japan,Football,HIROSE Norikazu,Japan,Football,,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3732,ENDO Jun,Japan,Football,KAWASE Asaki,Japan,Football,,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3733,ENDO Jun,Japan,Football,KAZAMA Takafumi,Japan,Football,,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3734,ENDO Jun,Japan,Football,MATSUODANI Yasushi,Japan,Football,,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3735,ENDO Jun,Japan,Football,MORIYASU Hajime,Japan,Football,Men,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3736,ENDO Jun,Japan,Football,TAKAKURA Asako,Japan,Football,Women,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3737,ENDO Wataru,Japan,Football,HIROSE Norikazu,Japan,Football,,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3738,ENDO Wataru,Japan,Football,KAWASE Asaki,Japan,Football,,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3739,ENDO Wataru,Japan,Football,KAZAMA Takafumi,Japan,Football,,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3740,ENDO Wataru,Japan,Football,MATSUODANI Yasushi,Japan,Football,,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3741,ENDO Wataru,Japan,Football,MORIYASU Hajime,Japan,Football,Men,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3742,ENDO Wataru,Japan,Football,TAKAKURA Asako,Japan,Football,Women,264,344,608,Japan,27.0,14.0,17.0,58.0,5.0
3743,ENDREKSON Tonu,Estonia,Rowing,,,,,257,265,522,Estonia,1.0,0.0,1.0,2.0,66.0
3744,ENEKWECHI Chukwuebuka,Nigeria,Athletics,,,,,969,1072,2041,Nigeria,0.0,1.0,1.0,2.0,66.0
3745,ENGELS Craig,United States of America,Athletics,,,,,969,1072,2041,United States of America,39.0,41.0,33.0,113.0,1.0
3746,ENGLEZAKIS Konstantinos,Greece,Swimming,,,,,361,418,779,Greece,2.0,1.0,1.0,4.0,47.0
3747,ENGLISH Amber,United States of America,Shooting,,,,,178,178,356,United States of America,39.0,41.0,33.0,113.0,1.0
3748,ENGLISH Felix,Ireland,Cycling Track,,,,,90,99,189,Ireland,2.0,0.0,2.0,4.0,47.0
3749,ENGLISH Mark,Ireland,Athletics,,,,,969,1072,2041,Ireland,2.0,0.0,2.0,4.0,47.0
3750,ENINA Ekaterina,ROC,Volleyball,BARYLA Pawel,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
3751,ENINA Ekaterina,ROC,Volleyball,BUSATO Sergio,ROC,Volleyball,Women,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
3752,ENINA Ekaterina,ROC,Volleyball,KONSTANTINOV Aleksei,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
3753,ENINA Ekaterina,ROC,Volleyball,SAMMELVUO Tuomas,ROC,Volleyball,Men,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
3754,ENINA Ekaterina,ROC,Volleyball,YURKIN Sergey,ROC,Volleyball,,144,144,288,ROC,20.0,28.0,23.0,71.0,3.0
3755,ENKHBAT Lkhagvasuren,Mongolia,Table Tennis,,,,,86,86,172,Mongolia,0.0,1.0,3.0,4.0,47.0
3756,ENKHTAIVAN Chimeddolgor,Mongolia,3x3 Basketball,,,,,32,32,64,Mongolia,0.0,1.0,3.0,4.0,47.0
3757,ENKHTAIVAN Davaakhuu,Mongolia,Shooting,,,,,178,178,356,Mongolia,0.0,1.0,3.0,4.0,47.0
3758,ENNIS Sarah,Ireland,Equestrian,,,,,73,125,198,Ireland,2.0,0.0,2.0,4.0,47.0
3759,ENOMOTO Haruka,Japan,Diving,,,,,72,71,143,Japan,27.0,14.0,17.0,58.0,5.0
3760,ENSING Kyle,United States of America,Volleyball,ENQUIST Susan,United States of America,Volleyball,,144,144,288,United States of America,39.0,41.0,33.0,113.0,1.0
3761,ENSING Kyle,United States of America,Volleyball,FUERBRINGER Matthew,United States of America,Volleyball,,144,144,288,United States of America,39.0,41.0,33.0,113.0,1.0
3762,ENSING Kyle,United States of America,Volleyball,KIRALY Karch,United States of America,Volleyball,Women,144,144,288,United States of America,39.0,41.0,33.0,113.0,1.0
3763,ENSING Kyle,United States of America,Volleyball,SPERAW John,United States of America,Volleyball,Men,144,144,288,United States of America,39.0,41.0,33.0,113.0,1.0
3764,ENSING Kyle,United States of America,Volleyball,WALL Michael,United States of America,Volleyball,,144,144,288,United States of America,39.0,41.0,33.0,113.0,1.0
3765,ENTRERRIOS RODRIGUEZ Raul,Spain,Handball,RIBERA ROMANS Jordi,Spain,Handball,Men,168,168,336,Spain,3.0,8.0,6.0,17.0,17.0
3766,ENTRERRIOS RODRIGUEZ Raul,Spain,Handball,VIVER ARZA Carlos Enrique,Spain,Handball,Women,168,168,336,Spain,3.0,8.0,6.0,17.0,17.0
3767,ENTZMINGER Emma,Canada,Baseball/Softball,ALAMEDA Lonni,Canada,Baseball/Softball,Softball,90,144,234,Canada,7.0,6.0,11.0,24.0,11.0
3768,ENTZMINGER Emma,Canada,Baseball/Softball,BASILIO Mel,Canada,Baseball/Softball,Softball,90,144,234,Canada,7.0,6.0,11.0,24.0,11.0
3769,ENTZMINGER Emma,Canada,Baseball/Softball,JONES Chris,Canada,Baseball/Softball,Softball,90,144,234,Canada,7.0,6.0,11.0,24.0,11.0
3770,ENTZMINGER Emma,Canada,Baseball/Softball,SMITH Mark,Canada,Baseball/Softball,Softball,90,144,234,Canada,7.0,6.0,11.0,24.0,11.0
3771,ENZEMA Benjamin,Equatorial Guinea,Athletics,,,,,969,1072,2041,,,,,,
3772,EPITROPOV Lyubomir,Bulgaria,Swimming,,,,,361,418,779,Bulgaria,3.0,1.0,2.0,6.0,39.0
3773,ER Necati,Turkey,Athletics,,,,,969,1072,2041,Turkey,2.0,2.0,9.0,13.0,20.0
3774,ERAKY Karim,Egypt,Football,ABDELMAGID Wael,Egypt,Football,,264,344,608,Egypt,1.0,1.0,4.0,6.0,39.0
3775,ERAKY Karim,Egypt,Football,ALY Kamal,Egypt,Football,,264,344,608,Egypt,1.0,1.0,4.0,6.0,39.0
3776,ERAKY Karim,Egypt,Football,SALAM Mohamed,Egypt,Football,,264,344,608,Egypt,1.0,1.0,4.0,6.0,39.0
3777,ERAKY Karim,Egypt,Football,SHAWKY Gharib,Egypt,Football,Men,264,344,608,Egypt,1.0,1.0,4.0,6.0,39.0
3778,ERAKY Karim,Egypt,Football,SIAM Zaghloul,Egypt,Football,,264,344,608,Egypt,1.0,1.0,4.0,6.0,39.0
3779,ERCAN Seyma,Turkey,Volleyball,GUIDETTI Giovanni,Turkey,Volleyball,Women,144,144,288,Turkey,2.0,2.0,9.0,13.0,20.0
3780,ERCEG Abby,New Zealand,Football,HAY Danny,New Zealand,Football,Men,264,344,608,New Zealand,7.0,6.0,7.0,20.0,13.0
3781,ERCEG Abby,New Zealand,Football,SERMANNI Tom,New Zealand,Football,Women,264,344,608,New Zealand,7.0,6.0,7.0,20.0,13.0
3782,ERDELYI Balazs,Hungary,Water Polo,BIRO Attila,Hungary,Water Polo,Women,122,146,268,Hungary,6.0,7.0,7.0,20.0,13.0
3783,ERDELYI Balazs,Hungary,Water Polo,MARCZ Tamas,Hungary,Water Polo,Men,122,146,268,Hungary,6.0,7.0,7.0,20.0,13.0
3784,ERDEM DUNDAR Eda,Turkey,Volleyball,GUIDETTI Giovanni,Turkey,Volleyball,Women,144,144,288,Turkey,2.0,2.0,9.0,13.0,20.0
3785,ERDENEBAT Bekhbayar,Mongolia,Wrestling,,,,,96,193,289,Mongolia,0.0,1.0,3.0,4.0,47.0
3786,ERDENEBAT Bilegsaikhan,Mongolia,Weightlifting,,,,,98,99,197,Mongolia,0.0,1.0,3.0,4.0,47.0
3787,ERDENEBAT Tsendbaatar,Mongolia,Boxing,,,,,102,187,289,Mongolia,0.0,1.0,3.0,4.0,47.0
3788,ERDI Maria,Hungary,Sailing,,,,,175,175,350,Hungary,6.0,7.0,7.0,20.0,13.0
3789,ERDOGAN Meryem,Turkey,Athletics,,,,,969,1072,2041,Turkey,2.0,2.0,9.0,13.0,20.0
3790,EREL Tal,Israel,Baseball/Softball,FISH Nathan,Israel,Baseball/Softball,Baseball,90,144,234,Israel,2.0,0.0,2.0,4.0,47.0
3791,ERGASHEV Adkhamjon,Uzbekistan,Weightlifting,,,,,98,99,197,Uzbekistan,3.0,0.0,2.0,5.0,42.0
3792,ERICHSEN Fie Udby,Denmark,Rowing,,,,,257,265,522,Denmark,3.0,4.0,4.0,11.0,23.0
3793,ERICHSEN Julie,Norway,Artistic Gymnastics,,,,,98,98,196,Norway,4.0,2.0,2.0,8.0,29.0
3794,ERIKA,Brazil,Football,JARDINE Andre,Brazil,Football,Men,264,344,608,Brazil,7.0,6.0,8.0,21.0,12.0
3795,ERIKA,Brazil,Football,SUNDHAGE Pia Mariane,Brazil,Football,Women,264,344,608,Brazil,7.0,6.0,8.0,21.0,12.0
3796,ERIKSSON Magdalena,Sweden,Football,GERHARDSSON Peter,Sweden,Football,Women,264,344,608,Sweden,3.0,6.0,0.0,9.0,26.0
3797,ERM Johannes,Estonia,Athletics,,,,,969,1072,2041,Estonia,1.0,0.0,1.0,2.0,66.0
3798,ERRANI Sara,Italy,Tennis,,,,,94,97,191,Italy,10.0,10.0,20.0,40.0,7.0
3799,ERRIGO Arianna,Italy,Fencing,,,,,107,108,215,Italy,10.0,10.0,20.0,40.0,7.0
3800,ERTA Bernat,Spain,Athletics,,,,,969,1072,2041,Spain,3.0,8.0,6.0,17.0,17.0
3801,ERTAN Deniz,Turkey,Swimming,,,,,361,418,779,Turkey,2.0,2.0,9.0,13.0,20.0
3802,ERTZ Julie,United States of America,Football,ANDONOVSKI Vlatko,United States of America,Football,Women,264,344,608,United States of America,39.0,41.0,33.0,113.0,1.0
3803,ERTZ Julie,United States of America,Football,HARVEY Laura,United States of America,Football,,264,344,608,United States of America,39.0,41.0,33.0,113.0,1.0
3804,ERTZ Julie,United States of America,Football,MAYBURY Elena,United States of America,Football,,264,344,608,United States of America,39.0,41.0,33.0,113.0,1.0
3805,ESCOBAR GUERRERO Maria Alexandra,Ecuador,Weightlifting,,,,,98,99,197,Ecuador,2.0,1.0,0.0,3.0,60.0
3806,ESCOBAR MASCUNANO Gabriel,Spain,Boxing,,,,,102,187,289,Spain,3.0,8.0,6.0,17.0,17.0
3807,ESCOBEDO Dallas,Mexico,Baseball/Softball,CARO Carlos,Mexico,Baseball/Softball,Softball,90,144,234,Mexico,0.0,0.0,4.0,4.0,47.0
3808,ESCOBEDO Dallas,Mexico,Baseball/Softball,GUERRERO Rolando,Mexico,Baseball/Softball,Softball,90,144,234,Mexico,0.0,0.0,4.0,4.0,47.0
3809,ESCOBEDO Dallas,Mexico,Baseball/Softball,GUERRERO Rolando,Mexico,Baseball/Softball,Softball,90,144,234,Mexico,0.0,0.0,4.0,4.0,47.0
3810,ESCOBEDO Dallas,Mexico,Baseball/Softball,MUNOZ Noe de Jesus,Mexico,Baseball/Softball,Baseball,90,144,234,Mexico,0.0,0.0,4.0,4.0,47.0
3811,ESEME Emmanuel,Cameroon,Athletics,,,,,969,1072,2041,,,,,,
3812,ESPAR LLAQUET Anna,Spain,Water Polo,MARTIN LOZANO David,Spain,Water Polo,Men,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
3813,ESPAR LLAQUET Anna,Spain,Water Polo,OCA GAIA Miguel Angel,Spain,Water Polo,Women,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
3814,ESPAR LLAQUET Clara,Spain,Water Polo,MARTIN LOZANO David,Spain,Water Polo,Men,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
3815,ESPAR LLAQUET Clara,Spain,Water Polo,OCA GAIA Miguel Angel,Spain,Water Polo,Women,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
3816,ESPARZA Jesus Arturo,Mexico,Athletics,,,,,969,1072,2041,Mexico,0.0,0.0,4.0,4.0,47.0
3817,ESPINOLA SALINAS Agua Marina,Paraguay,Cycling Road,,,,,70,131,201,,,,,,
3818,ESPINOSA de los MONTEROS Adriana,Ecuador,Archery,,,,,64,64,128,Ecuador,2.0,1.0,0.0,3.0,60.0
3819,ESPINOSA Daniel,Mexico,Baseball/Softball,CARO Carlos,Mexico,Baseball/Softball,Softball,90,144,234,Mexico,0.0,0.0,4.0,4.0,47.0
3820,ESPINOSA Daniel,Mexico,Baseball/Softball,GUERRERO Rolando,Mexico,Baseball/Softball,Softball,90,144,234,Mexico,0.0,0.0,4.0,4.0,47.0
3821,ESPINOSA Daniel,Mexico,Baseball/Softball,GUERRERO Rolando,Mexico,Baseball/Softball,Softball,90,144,234,Mexico,0.0,0.0,4.0,4.0,47.0
3822,ESPINOSA Daniel,Mexico,Baseball/Softball,MUNOZ Noe de Jesus,Mexico,Baseball/Softball,Baseball,90,144,234,Mexico,0.0,0.0,4.0,4.0,47.0
3823,ESPINOZA Ahymara,Venezuela,Athletics,,,,,969,1072,2041,Venezuela,1.0,3.0,0.0,4.0,47.0
3824,ESQUIVEL Joaquin,Mexico,Football,GONZALEZ Anibal,Mexico,Football,,264,344,608,Mexico,0.0,0.0,4.0,4.0,47.0
3825,ESQUIVEL Joaquin,Mexico,Football,LOZANO Jaime,Mexico,Football,Men,264,344,608,Mexico,0.0,0.0,4.0,4.0,47.0
3826,ESSADIQ Mehdi,Morocco,Triathlon,,,,,55,55,110,Morocco,1.0,0.0,0.0,1.0,77.0
3827,ESSAYI Anass,Morocco,Athletics,,,,,969,1072,2041,Morocco,1.0,0.0,0.0,1.0,77.0
3828,ESSON Victoria,New Zealand,Football,HAY Danny,New Zealand,Football,Men,264,344,608,New Zealand,7.0,6.0,7.0,20.0,13.0
3829,ESSON Victoria,New Zealand,Football,SERMANNI Tom,New Zealand,Football,Women,264,344,608,New Zealand,7.0,6.0,7.0,20.0,13.0
3830,ESTER RAMOS Laura,Spain,Water Polo,MARTIN LOZANO David,Spain,Water Polo,Men,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
3831,ESTER RAMOS Laura,Spain,Water Polo,OCA GAIA Miguel Angel,Spain,Water Polo,Women,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
3832,ESTRADA Magdiel,Cuba,Judo,,,,,192,201,393,Cuba,7.0,3.0,5.0,15.0,18.0
3833,ETCHART Rodrigo,Argentina,Rugby Sevens,GOMEZ CORA Santiago,Argentina,Rugby Sevens,Men,146,151,297,Argentina,0.0,1.0,2.0,3.0,60.0
3834,ETELATALO Lassi,Finland,Athletics,,,,,969,1072,2041,Finland,0.0,0.0,2.0,2.0,66.0
3835,ETIENNE Axelle,France,Cycling BMX Racing,,,,,24,24,48,France,10.0,12.0,11.0,33.0,10.0
3836,ETO Takashi,Japan,Athletics,,,,,969,1072,2041,Japan,27.0,14.0,17.0,58.0,5.0
3837,ETTAIEB Nour Elhouda,Tunisia,Rowing,,,,,257,265,522,Tunisia,1.0,1.0,0.0,2.0,66.0
3838,EUSTICE Jethro Ray,South Africa,Hockey,EWING Gareth,South Africa,Hockey,Men,192,192,384,South Africa,1.0,2.0,0.0,3.0,60.0
3839,EUSTICE Jethro Ray,South Africa,Hockey,McCRORIE Christy,South Africa,Hockey,,192,192,384,South Africa,1.0,2.0,0.0,3.0,60.0
3840,EUSTICE Jethro Ray,South Africa,Hockey,NAIDOO Taren,South Africa,Hockey,Women,192,192,384,South Africa,1.0,2.0,0.0,3.0,60.0
3841,EUSTICE Jethro Ray,South Africa,Hockey,van GINKEL Robin,South Africa,Hockey,Women,192,192,384,South Africa,1.0,2.0,0.0,3.0,60.0
3842,EUSTICE Jethro Ray,South Africa,Hockey,ZONDI Nkuliso,South Africa,Hockey,Women,192,192,384,South Africa,1.0,2.0,0.0,3.0,60.0
3843,EVANS Joanna,Bahamas,Swimming,,,,,361,418,779,Bahamas,2.0,0.0,0.0,2.0,66.0
3844,EVANS Neah,Great Britain,Cycling Track,,,,,90,99,189,Great Britain,22.0,21.0,22.0,65.0,4.0
3845,EVANS Sarah,Great Britain,Hockey,HAGER Mark,Great Britain,Hockey,Women,192,192,384,Great Britain,22.0,21.0,22.0,65.0,4.0
3846,EVANS Sarah,Great Britain,Hockey,KERRY Danny,Great Britain,Hockey,Men,192,192,384,Great Britain,22.0,21.0,22.0,65.0,4.0
3847,EVE MEJIA Lisvel Elisa,Dominican Republic,Volleyball,KWIEK Marcos,Dominican Republic,Volleyball,Women,144,144,288,Dominican Republic,0.0,3.0,2.0,5.0,42.0
3848,EVELYN Tristan,Barbados,Athletics,,,,,969,1072,2041,,,,,,
3849,EVENEPOEL Remco,Belgium,Cycling Road,,,,,70,131,201,Belgium,3.0,1.0,3.0,7.0,33.0
3850,EVEZARD Jason,South Africa,Water Polo,MARTIN Paul,South Africa,Water Polo,Men,122,146,268,South Africa,1.0,2.0,0.0,3.0,60.0
3851,EVEZARD Jason,South Africa,Water Polo,MENTOOR Delaine,South Africa,Water Polo,Women,122,146,268,South Africa,1.0,2.0,0.0,3.0,60.0
3852,EVGLEVSKI Sergei,Australia,Shooting,,,,,178,178,356,Australia,17.0,7.0,22.0,46.0,6.0
3853,EVLOEV Musa,ROC,Wrestling,,,,,96,193,289,ROC,20.0,28.0,23.0,71.0,3.0
3854,EVORA Nelson,Portugal,Athletics,,,,,969,1072,2041,Portugal,1.0,1.0,2.0,4.0,47.0
3855,EXUM Dante,Australia,Basketball,BRONDELLO Sandy,Australia,Basketball,Women,144,144,288,Australia,17.0,7.0,22.0,46.0,6.0
3856,EXUM Dante,Australia,Basketball,CHAMBERS Cheryl,Australia,Basketball,,144,144,288,Australia,17.0,7.0,22.0,46.0,6.0
3857,EXUM Dante,Australia,Basketball,DYKSTRA Trisha,Australia,Basketball,,144,144,288,Australia,17.0,7.0,22.0,46.0,6.0
3858,EXUM Dante,Australia,Basketball,GOORJIAN Brian,Australia,Basketball,Men,144,144,288,Australia,17.0,7.0,22.0,46.0,6.0
3859,EXUM Dante,Australia,Basketball,RILLIE John,Australia,Basketball,,144,144,288,Australia,17.0,7.0,22.0,46.0,6.0
3860,EYAL SLMAN Younis,Jordan,Judo,,,,,192,201,393,Jordan,0.0,1.0,1.0,2.0,66.0
3861,EYENGA MBOOSI Jeanne Gaelle,Cameroon,Weightlifting,,,,,98,99,197,,,,,,
3862,EZZAYDOUNI Ibrahim,Spain,Athletics,,,,,969,1072,2041,Spain,3.0,8.0,6.0,17.0,17.0
3863,FABBRI Leonardo,Italy,Athletics,,,,,969,1072,2041,Italy,10.0,10.0,20.0,40.0,7.0
3864,FABRE Margaux,France,Swimming,,,,,361,418,779,France,10.0,12.0,11.0,33.0,10.0
3865,FABREGAS Ludovic,France,Handball,GILLE Guillaume,France,Handball,Men,168,168,336,France,10.0,12.0,11.0,33.0,10.0
3866,FABREGAS Ludovic,France,Handball,KRUMBHOLZ Olivier,France,Handball,Women,168,168,336,France,10.0,12.0,11.0,33.0,10.0
3867,FADHUL Ahmed,Bahrain,Handball,KRIST JANSSON Aron,Bahrain,Handball,Men,168,168,336,Bahrain,0.0,1.0,0.0,1.0,77.0
3868,FAHNBULLEH Joseph,Liberia,Athletics,,,,,969,1072,2041,,,,,,
3869,FAHR Annina,Switzerland,Athletics,,,,,969,1072,2041,Switzerland,3.0,4.0,6.0,13.0,20.0
3870,FAHR Sarah Luisa,Italy,Volleyball,BLENGINI Gianlorenzo,Italy,Volleyball,Men,144,144,288,Italy,10.0,10.0,20.0,40.0,7.0
3871,FAHR Sarah Luisa,Italy,Volleyball,GRAZIOSI Gianluca,Italy,Volleyball,,144,144,288,Italy,10.0,10.0,20.0,40.0,7.0
3872,FAHR Sarah Luisa,Italy,Volleyball,MAZZANTI Davide,Italy,Volleyball,Women,144,144,288,Italy,10.0,10.0,20.0,40.0,7.0
3873,FAHRNI Linda,Switzerland,Sailing,,,,,175,175,350,Switzerland,3.0,4.0,6.0,13.0,20.0
3874,FAIN Katja,Slovenia,Swimming,,,,,361,418,779,Slovenia,3.0,1.0,1.0,5.0,42.0
3875,FAIRCHILD Alexa,Belgium,Equestrian,,,,,73,125,198,Belgium,3.0,1.0,3.0,7.0,33.0
3876,FAIRWEATHER Erika,New Zealand,Swimming,,,,,361,418,779,New Zealand,7.0,6.0,7.0,20.0,13.0
3877,FAJDEK Pawel,Poland,Athletics,,,,,969,1072,2041,Poland,4.0,5.0,5.0,14.0,19.0
3878,FAKHRUTDINOVA Alise,Uzbekistan,Modern Pentathlon,,,,,36,36,72,Uzbekistan,3.0,0.0,2.0,5.0,42.0
3879,FALASCA Lucia,Argentina,Sailing,,,,,175,175,350,Argentina,0.0,1.0,2.0,3.0,60.0
3880,FALCAO CABRAL Joao Henrique,Brazil,Athletics,,,,,969,1072,2041,Brazil,7.0,6.0,8.0,21.0,12.0
3881,FALCON REYES Esmeralda,Mexico,Boxing,,,,,102,187,289,Mexico,0.0,0.0,4.0,4.0,47.0
3882,FALK Jennifer,Sweden,Football,GERHARDSSON Peter,Sweden,Football,Women,264,344,608,Sweden,3.0,6.0,0.0,9.0,26.0
3883,FALL Mouhamadou,France,Athletics,,,,,969,1072,2041,France,10.0,12.0,11.0,33.0,10.0
3884,FALL Moustapha,France,Basketball,COLLET Vincent,France,Basketball,Men,144,144,288,France,10.0,12.0,11.0,33.0,10.0
3885,FALL Moustapha,France,Basketball,FOIREST Laurent,France,Basketball,,144,144,288,France,10.0,12.0,11.0,33.0,10.0
3886,FALL Moustapha,France,Basketball,GARNIER Valerie,France,Basketball,Women,144,144,288,France,10.0,12.0,11.0,33.0,10.0
3887,FALL Moustapha,France,Basketball,MEZIANE Rachid,France,Basketball,,144,144,288,France,10.0,12.0,11.0,33.0,10.0
3888,FALOCI Giovanni,Italy,Athletics,,,,,969,1072,2041,Italy,10.0,10.0,20.0,40.0,7.0
3889,FAMA Amanda,Italy,Baseball/Softball,PALERMI Giovanna,Italy,Baseball/Softball,Softball,90,144,234,Italy,10.0,10.0,20.0,40.0,7.0
3890,FAMA Amanda,Italy,Baseball/Softball,PIZZOLINI Federico,Italy,Baseball/Softball,Softball,90,144,234,Italy,10.0,10.0,20.0,40.0,7.0
3891,FAMERA Martin,Spain,Water Polo,MARTIN LOZANO David,Spain,Water Polo,Men,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
3892,FAMERA Martin,Spain,Water Polo,OCA GAIA Miguel Angel,Spain,Water Polo,Women,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
3893,FAMINOU Aliaksandr,Belarus,Equestrian,,,,,73,125,198,Belarus,1.0,3.0,3.0,7.0,33.0
3894,FAN Hau-Li,Canada,Marathon Swimming,,,,,25,25,50,Canada,7.0,6.0,11.0,24.0,11.0
3895,FAN Yilin,People's Republic of China,Artistic Gymnastics,,,,,98,98,196,People's Republic of China,38.0,32.0,18.0,88.0,2.0
3896,FAN Zhendong,People's Republic of China,Table Tennis,,,,,86,86,172,People's Republic of China,38.0,32.0,18.0,88.0,2.0
3897,FANG Wan-Ling,Chinese Taipei,Weightlifting,,,,,98,99,197,Chinese Taipei,2.0,4.0,6.0,12.0,22.0
3898,FANG Yaoqing,People's Republic of China,Athletics,,,,,969,1072,2041,People's Republic of China,38.0,32.0,18.0,88.0,2.0
3899,FANGIO Francesca,Italy,Swimming,,,,,361,418,779,Italy,10.0,10.0,20.0,40.0,7.0
3900,FANNY Kokou Dodji,Togo,Table Tennis,,,,,86,86,172,,,,,,
3901,FANTELA Mihovil,Croatia,Sailing,,,,,175,175,350,Croatia,3.0,3.0,2.0,8.0,29.0
3902,FANTELA Sime,Croatia,Sailing,,,,,175,175,350,Croatia,3.0,3.0,2.0,8.0,29.0
3903,FANTINI Sara,Italy,Athletics,,,,,969,1072,2041,Italy,10.0,10.0,20.0,40.0,7.0
3904,FANTONI Giacomo,Italy,Cycling BMX Racing,,,,,24,24,48,Italy,10.0,10.0,20.0,40.0,7.0
3905,FARDJ Mohammed,Algeria,Wrestling,,,,,96,193,289,,,,,,
3906,FARELLA Bianca,Canada,Rugby Sevens,BYRNE Mick,Canada,Rugby Sevens,Women,146,151,297,Canada,7.0,6.0,11.0,24.0,11.0
3907,FARELLA Bianca,Canada,Rugby Sevens,PAUL Henry,Canada,Rugby Sevens,Men,146,151,297,Canada,7.0,6.0,11.0,24.0,11.0
3908,FARIAS Bruna Jessica,Brazil,Athletics,,,,,969,1072,2041,Brazil,7.0,6.0,8.0,21.0,12.0
3909,FARINANGO David,Ecuador,Marathon Swimming,,,,,25,25,50,Ecuador,2.0,1.0,0.0,3.0,60.0
3910,FARINHA Jonathan,Trinidad and Tobago,Athletics,,,,,969,1072,2041,,,,,,
3911,FARKEN Robert,Germany,Athletics,,,,,969,1072,2041,Germany,10.0,11.0,16.0,37.0,8.0
3912,FARRINGTON Kent,United States of America,Equestrian,,,,,73,125,198,United States of America,39.0,41.0,33.0,113.0,1.0
